Date,SKU,Price,Demand
2023-01-23,product_1,12,237
2023-01-23,product_2,12,182
2023-01-24,product_0,5,422
2023-01-24,product_1,12,171
2023-01-24,product_2,12,145
2023-01-25,product_0,5,364
2023-01-25,product_1,12,24
2023-01-25,product_2,12,21
2023-01-26,product_0,5,107
2023-01-26,product_1,12,198
2023-01-26,product_2,12,138
2023-01-27,product_0,5,343
2023-01-27,product_1,12,120
2023-01-27,product_2,12,49
2023-01-28,product_0,5,376
2023-01-28,product_1,12,124
2023-01-28,product_2,12,168
2023-01-29,product_0,5,432
2023-01-29,product_1,12,129
2023-01-29,product_2,12,26
2023-01-30,product_0,5,441
2023-01-30,product_1,12,172
2023-01-30,product_2,12,221
2023-01-31,product_0,5,44
2023-01-31,product_1,12,112
2023-01-31,product_2,12,137
2023-02-01,product_0,5,223
2023-02-01,product_1,12,82
2023-02-01,product_2,12,192
2023-02-02,product_0,5,56
2023-02-02,product_1,12,85
2023-02-02,product_2,12,98
2023-02-03,product_0,5,244
2023-02-03,product_1,12,274
2023-02-03,product_2,12,167
2023-02-04,product_0,5,205
2023-02-04,product_1,12,6
2023-02-04,product_2,12,124
2023-02-05,product_0,5,465
2023-02-05,product_1,12,156
2023-02-05,product_2,12,211
2023-02-06,product_0,5,413
2023-02-06,product_1,12,75
2023-02-06,product_2,12,281
2023-02-07,product_0,5,289
2023-02-07,product_1,12,274
2023-02-07,product_2,12,109
2023-02-08,product_0,5,14
2023-02-08,product_1,12,205
2023-02-08,product_2,12,173
2023-02-09,product_0,5,54
2023-02-09,product_1,12,286
2023-02-09,product_2,12,150
2023-02-10,product_0,5,61
2023-02-10,product_1,12,109
2023-02-10,product_2,12,70
2023-02-11,product_0,5,102
2023-02-11,product_1,12,278
2023-02-11,product_2,12,173
2023-02-12,product_0,5,394
2023-02-12,product_1,12,8
2023-02-12,product_2,12,248
2023-02-13,product_0,5,417
2023-02-13,product_1,12,235
2023-02-13,product_2,12,268
2023-02-14,product_0,5,453
2023-02-14,product_1,12,191
2023-02-14,product_2,12,293
2023-02-15,product_0,5,474
2023-02-15,product_1,12,18
2023-02-15,product_2,12,140
2023-02-16,product_0,5,51
2023-02-16,product_1,12,166
2023-02-16,product_2,12,21
2023-02-17,product_0,5,135
2023-02-17,product_1,12,113
2023-02-17,product_2,12,71
2023-02-18,product_0,5,413
2023-02-18,product_1,12,173
2023-02-18,product_2,12,181
2023-02-19,product_0,5,267
2023-02-19,product_1,12,262
2023-02-19,product_2,12,189
2023-02-20,product_0,5,404
2023-02-20,product_1,12,132
2023-02-20,product_2,12,213
2023-02-21,product_0,5,1
2023-02-21,product_1,12,196
2023-02-21,product_2,12,13
2023-02-22,product_0,5,491
2023-02-22,product_1,12,238
2023-02-22,product_2,12,116
2023-02-23,product_0,5,128
2023-02-23,product_1,12,85
2023-02-23,product_2,12,185
2023-02-24,product_0,5,217
2023-02-24,product_1,12,143
2023-02-24,product_2,12,51
2023-02-25,product_0,5,423
2023-02-25,product_1,12,102
2023-02-25,product_2,12,207
2023-02-26,product_0,5,152
2023-02-26,product_1,12,282
2023-02-26,product_2,12,113
2023-02-27,product_0,5,391
2023-02-27,product_1,12,74
2023-02-27,product_2,12,225
2023-02-28,product_0,5,387
2023-02-28,product_1,12,123
2023-02-28,product_2,12,62
2023-03-01,product_0,5,227
2023-03-01,product_1,12,126
2023-03-01,product_2,12,202
2023-03-02,product_0,5,323
2023-03-02,product_1,12,49
2023-03-02,product_2,12,5
2023-03-03,product_0,5,356
2023-03-03,product_1,12,162
2023-03-03,product_2,12,180
2023-03-04,product_0,5,369
2023-03-04,product_1,12,203
2023-03-04,product_2,12,122
2023-03-05,product_0,5,291
2023-03-05,product_1,12,146
2023-03-05,product_2,12,265
2023-03-06,product_0,5,409
2023-03-06,product_1,12,113
2023-03-06,product_2,12,16
2023-03-07,product_0,5,300
2023-03-07,product_1,12,178
2023-03-07,product_2,12,102
2023-03-08,product_0,5,111
2023-03-08,product_1,12,218
2023-03-08,product_2,12,287
2023-03-09,product_0,5,374
2023-03-09,product_1,12,111
2023-03-09,product_2,12,213
2023-03-10,product_0,5,435
2023-03-10,product_1,12,178
2023-03-10,product_2,12,1
2023-03-11,product_0,5,236
2023-03-11,product_1,12,62
2023-03-11,product_2,12,286
2023-03-12,product_0,5,10
2023-03-12,product_1,12,51
2023-03-12,product_2,12,200
2023-03-13,product_0,5,271
2023-03-13,product_1,12,40
2023-03-13,product_2,12,83
2023-03-14,product_0,5,488
2023-03-14,product_1,12,149
2023-03-14,product_2,12,237
2023-03-15,product_0,5,121
2023-03-15,product_1,12,90
2023-03-15,product_2,12,243
2023-03-16,product_0,5,328
2023-03-16,product_1,12,170
2023-03-16,product_2,12,90
2023-03-17,product_0,5,95
2023-03-17,product_1,12,182
2023-03-17,product_2,12,58
2023-03-18,product_0,5,298
2023-03-18,product_1,12,201
2023-03-18,product_2,12,15
2023-03-19,product_0,5,338
2023-03-19,product_1,12,233
2023-03-19,product_2,12,11
2023-03-20,product_0,5,294
2023-03-20,product_1,12,152
2023-03-20,product_2,12,255
2023-03-21,product_0,5,95
2023-03-21,product_1,12,282
2023-03-21,product_2,12,129
2023-03-22,product_0,5,149
2023-03-22,product_1,12,191
2023-03-22,product_2,12,241
2023-03-23,product_0,5,206
2023-03-23,product_1,12,80
2023-03-23,product_2,12,70
2023-03-24,product_0,5,398
2023-03-24,product_1,12,156
2023-03-24,product_2,12,281
2023-03-25,product_0,5,214
2023-03-25,product_1,12,56
2023-03-25,product_2,12,93
2023-03-26,product_0,5,299
2023-03-26,product_1,12,290
2023-03-26,product_2,12,96
2023-03-27,product_0,5,498
2023-03-27,product_1,12,41
2023-03-27,product_2,12,82
2023-03-28,product_0,5,33
2023-03-28,product_1,12,235
2023-03-28,product_2,12,108
2023-03-29,product_0,5,462
2023-03-29,product_1,12,32
2023-03-29,product_2,12,277
2023-03-30,product_0,5,21
2023-03-30,product_1,12,160
2023-03-30,product_2,12,230
2023-03-31,product_0,5,39
2023-03-31,product_1,12,176
2023-03-31,product_2,12,250
2023-04-01,product_0,5,44
2023-04-01,product_1,12,240
2023-04-01,product_2,12,3
2023-04-02,product_0,5,385
2023-04-02,product_1,12,292
2023-04-02,product_2,12,265
2023-04-03,product_0,5,269
2023-04-03,product_1,12,155
2023-04-03,product_2,12,286
2023-04-04,product_0,5,195
2023-04-04,product_1,12,255
2023-04-04,product_2,12,269
2023-04-05,product_0,5,30
2023-04-05,product_1,12,183
2023-04-05,product_2,12,138
2023-04-06,product_0,5,459
2023-04-06,product_1,12,297
2023-04-06,product_2,12,24
2023-04-07,product_0,5,78
2023-04-07,product_1,12,59
2023-04-07,product_2,12,11
2023-04-08,product_0,5,56
2023-04-08,product_1,12,99
2023-04-08,product_2,12,239
2023-04-09,product_0,5,276
2023-04-09,product_1,12,271
2023-04-09,product_2,12,294
2023-04-10,product_0,5,14
2023-04-10,product_1,12,176
2023-04-10,product_2,12,239
